,respondentname,parentname,hmda_id,advertiser,parent,advertiser_id,score
228.0,FNB OF THE ROCKIES,FNB OF THE ROCKIES,10000-0000007435,,,,
229.0,FIRST NATIONAL BANK OF ARVADA,FIRST NATIONAL BANK OF ARVADA,10000-0000007501,1st National Bank Of Arizona,1st National Bank Of AZ,17262.0,87.75058517788557
230.0,FIRST NATIONAL BANK OF BELLS/S,FIRST NATIONAL BANK OF BELLS/S,10000-0000007524,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,82.61449096123835
231.0,NEW RICHMOND NATIONAL BANK,NEW RICHMOND NATIONAL BANK,10000-0000007542,,,,
232.0,FIRST NATIONAL BANK OF NWGA,FIRST NATIONAL BANK OF NWGA,10000-0000007549,First National Bank Of Nevada,FIRST NATIONAL BANK OF NV,45868.0,91.61755991060595
234.0,FIRST NATIONAL BANK - COLORADO,FIRST NATIONAL BANK - COLORADO,10000-0000007637,,,,
235.0,FIRST-KNOX NATIONAL BANK,FIRST-KNOX NATIONAL BANK,10000-0000007638,First-Knox National Bank,First-Knox National Bank,74240.0,100.0
237.0,FIRST NATIONAL BK OF LAYTON,FIRST NATIONAL BK OF LAYTON,10000-0000007685,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,85.98764106941051
238.0,GLENS FALLS NATIONAL BANK,GLENS FALLS NATIONAL BANK,10000-0000007699,Glens Falls National Bank & Trust,Glens Falls National Bank & Trust Co,136396.0,80.54617767529537
240.0,THE HUTINGTON NATIONAL BANK,THE HUTINGTON NATIONAL BANK,10000-0000007745,Kingston National Bank,Kingston National Bank,114621.0,84.41958899870707
241.0,OZONA NATIONAL BANK,OZONA NATIONAL BANK,10000-0000007748,Ozona National Bank,Ozona National Bank,47652.0,100.0
243.0,AMERICAN NATIONAL BANK & TRUST,AMERICAN NATIONAL BANK & TRUST,10000-0000007788,American National Bank & Trust Of Roanoke,American National Bank & Trust,53987.0,100.0
244.0,BERTHOUD NATIONAL BANK,BERTHOUD NATIONAL BANK,10000-0000007995,,,,
246.0,FIRST NAT'L OF MCCONNELLSBURG,FIRST NAT'L OF MCCONNELLSBURG,10000-0000008083,,,,
247.0,FIRST NATIONAL BANK OF CHASKA,FIRST NATIONAL BANK OF CHASKA,10000-0000008378,First National Bank Of AK,First National Bank Of AK,46088.0,87.17811093992637
249.0,BLUE BALL NATIONAL BANK,BLUE BALL NATIONAL BANK,10000-0000008421,Blue Ball National Bank,Blue Ball National Bank,17874.0,100.0
250.0,FIRST NATL. BANK OF MILLSTADT,FIRST NATL. BANK OF MILLSTADT,10000-0000008425,,,,
251.0,BEREA NATIONAL BANK,BEREA NATIONAL BANK,10000-0000008435,EH National Bank,EH National Bank,170889.0,80.58368212204074
254.0,"PROGRESSIVE BANK, NA","PROGRESSIVE BANK, NA",10000-0000008604,Progressive Bank,Progressive Bank,16229.0,100.0
255.0,FALLS CITY NATIONAL BANK,FALLS CITY NATIONAL BANK,10000-0000008606,,,,
256.0,FIRST NATIONAL BANK -HARTFORD,FIRST NATIONAL BANK -HARTFORD,10000-0000008671,First Convenience Bank,First National Bank TX,27555.0,81.00433755915395
259.0,FIRST NATL BANK OF MANHATTAN,FIRST NATL BANK OF MANHATTAN,10000-0000008713,,,,
260.0,ONTARIO NATIONAL BANK,ONTARIO NATIONAL BANK,10000-0000008717,,,,
261.0,FIRST NATIONAL BANK OF ELK RIV,FIRST NATIONAL BANK OF ELK RIV,10000-0000008757,First National Bank Of Elmer,First National Bank Of Elmer,36772.0,88.1113657066876
262.0,1ST NATIONAL BANK OF SPRINGDAL,1ST NATIONAL BANK OF SPRINGDAL,10000-0000008763,First National Bank Of Nevada,FIRST NATIONAL BANK OF NV,45868.0,83.12607764256857
263.0,FIRSTBANK SOUTHWEST,FIRSTBANK SOUTHWEST,10000-0000008769,FirstBank Southwest,FirstBank Southwest,171454.0,100.0
265.0,FIRST NATIONAL BANK OF BYERS,FIRST NATIONAL BANK OF BYERS,10000-0000008787,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,86.01939194006589
266.0,"ARMED FORCES BANK, NA","ARMED FORCES BANK, NA",10000-0000008796,,,,
267.0,GRANGE NATIONAL BANK,GRANGE NATIONAL BANK,10000-0000008845,,,,
268.0,OLD NATIONAL BANK,OLD NATIONAL BANK,10000-0000008846,Olmsted National Bank,Olmsted National Bank,161886.0,84.38069838660223
270.0,LYNNVILLE NATIONAL BANK,LYNNVILLE NATIONAL BANK,10000-0000008868,Lynnville National Bank,Lynnville National Bank,125878.0,100.0
271.0,MOODY NATIONAL BANK,MOODY NATIONAL BANK,10000-0000008899,Moody Bank,Moody National Bank,66363.0,100.0
272.0,LUZERNE NATIONAL BANK,LUZERNE NATIONAL BANK,10000-0000008921,,,,
273.0,THE 1ST NATL BANK OF PALMERTON,THE 1ST NATL BANK OF PALMERTON,10000-0000008930,,,,
275.0,FIRST NATIONAL BANK OF ALACHUA,FIRST NATIONAL BANK OF ALACHUA,10000-0000008980,1st National Bank Of Arizona,1st National Bank Of AZ,17262.0,86.17759519641038
276.0,NATIONAL BANK OF NORTH EAST,NATIONAL BANK OF NORTH EAST,10000-0000009149,,,,
277.0,PARK NATIONAL BANK,PARK NATIONAL BANK,10000-0000009179,,,,
278.0,FIRST NATIONAL BANK OF ALTAVIS,FIRST NATIONAL BANK OF ALTAVIS,10000-0000009295,1st National Bank Of Arizona,1st National Bank Of AZ,17262.0,86.61476840071177
281.0,FIRST NATIONAL BANK OF WYOMING,FIRST NATIONAL BANK OF WYOMING,10000-0000009428,First National Bank Of WY,First National Bank Of WY,113566.0,89.9157952774516
282.0,KINGSTON NATIONAL BANK,KINGSTON NATIONAL BANK,10000-0000009536,Kingston National Bank,Kingston National Bank,114621.0,100.0
283.0,HARLEYSVILLE NATIONAL BANK,HARLEYSVILLE NATIONAL BANK,10000-0000009541,Greenville National Bank,Greenville National Bank,93579.0,80.2446201627057
286.0,BROADWAY NATIONAL BANK,BROADWAY NATIONAL BANK,10000-0000009651,Broadway National Bank,Broadway National Bank,63776.0,100.0
287.0,THE NEW TRIPOLI NATIONAL BANK,THE NEW TRIPOLI NATIONAL BANK,10000-0000009656,,,,
288.0,THE BRIDGEHAMPTON NATIONAL BAN,THE BRIDGEHAMPTON NATIONAL BAN,10000-0000009669,,,,
289.0,BRADFORD NATIONAL BANK,BRADFORD NATIONAL BANK,10000-0000009734,Bradford National Bank,Bradford National Bank,17899.0,100.0
290.0,HERGET NATIONAL BANK,HERGET NATIONAL BANK,10000-0000009788,,,,
291.0,THE FIRST NAT'L BK OF MERTZON,THE FIRST NAT'L BK OF MERTZON,10000-0000009810,,,,
292.0,SOMERVILLE NATIONAL BANK,SOMERVILLE NATIONAL BANK,10000-0000009859,,,,
293.0,FIRST NATIONAL COMMUNITY BANK,FIRST NATIONAL COMMUNITY BANK,10000-0000009868,1st National Community Bank,1st National Community Bank,90753.0,100.0
294.0,"PENNSTAR BANK, NA","PENNSTAR BANK, NA",10000-0000009886,,,,
296.0,FIRST MID-ILLINOIS BANK,FIRST MID-ILLINOIS BANK,10000-0000010045,,,,
297.0,FIRST NATIONAL BANK OF ASHFORD,FIRST NATIONAL BANK OF ASHFORD,10000-0000010102,First National Bank Of AK,First National Bank Of AK,46088.0,85.92291801277517
298.0,FIRST NATIONAL BANK OF BALDWIN,FIRST NATIONAL BANK OF BALDWIN,10000-0000010106,First National Bank Of AK,First National Bank Of AK,46088.0,86.34493998401702
299.0,"FIRST HOPE BANK, NA","FIRST HOPE BANK, NA",10000-0000010118,First Hope Mortgages,First Hope Bank,113526.0,100.0
301.0,FIRST NATL BANK OF WATERLOO,FIRST NATL BANK OF WATERLOO,10000-0000010180,First Bank Of Waterloo,First Bank Of Waterloo,113455.0,86.69245157313648
302.0,1ST NATIONAL BANK OF HERMINIE,1ST NATIONAL BANK OF HERMINIE,10000-0000010188,First National Bank Of MI,First National Bank Of MI,171409.0,87.02398211229608
303.0,YUKON NATIONAL BANK,YUKON NATIONAL BANK,10000-0000010196,,,,
304.0,BATH NATIONAL BANK,BATH NATIONAL BANK,10000-0000010235,EH National Bank,EH National Bank,170889.0,84.1092513800697
305.0,MARSHALL NATIONAL BANK & TRUST,MARSHALL NATIONAL BANK & TRUST,10000-0000010253,,,,
306.0,CUMBERLAND VALLEY NATIONAL BAN,CUMBERLAND VALLEY NATIONAL BAN,10000-0000010254,,,,
307.0,"MIDSTATES BANK, NA","MIDSTATES BANK, NA",10000-0000010354,,,,
308.0,FIRST VICTORIA NATIONAL BANK,FIRST VICTORIA NATIONAL BANK,10000-0000010360,,,,
309.0,TEXAS GULF BANK,TEXAS GULF BANK,10000-0000010420,Texas Gulf Bank,Texas Gulf Bank,99802.0,100.0
310.0,MINOTOLA NATIONAL BANK,MINOTOLA NATIONAL BANK,10000-0000010440,,,,
312.0,"OMEGA BANK, NA","OMEGA BANK, NA",10000-0000010506,,,,
313.0,TRUSTMARK NATIONAL BANK,TRUSTMARK NATIONAL BANK,10000-0000010523,,,,
314.0,"WELLS FARGO BANK WYOMING, NA","WELLS FARGO BANK WYOMING, NA",10000-0000010533,,,,
315.0,THE CONWAY NATIONAL BANK,THE CONWAY NATIONAL BANK,10000-0000010536,County National Bank,County National Bank,18332.0,86.54762286823802
316.0,FIRST NATL BANK OF MED. LODGE,FIRST NATL BANK OF MED. LODGE,10000-0000010575,,,,
317.0,CITIZENS NATIONAL BANK OF HOPE,CITIZENS NATIONAL BANK OF HOPE,10000-0000010579,Citizens National Bank,Citizens National Bank,947.0,89.74363239137408
318.0,ERWIN NATIONAL BANK,ERWIN NATIONAL BANK,10000-0000010583,Lorain National Bank,Lorain National Bank,11519.0,83.80013253093126
319.0,WELLS FARGO BANK SOUTH DAKOTA,WELLS FARGO BANK SOUTH DAKOTA,10000-0000010592,,,,
321.0,NATIONAL BANK OF S CAROLINA,NATIONAL BANK OF S CAROLINA,10000-0000010660,National Bank Canada,National Bank Of Canada,2727.0,81.46312297935728
322.0,FIRST NATIONAL BANK OF SC,FIRST NATIONAL BANK OF SC,10000-0000010680,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,92.04288110049866
323.0,FIRST NATIONAL BANK OF FREMONT,FIRST NATIONAL BANK OF FREMONT,10000-0000010718,First National Bank Of MI,First National Bank Of MI,171409.0,86.10584215127238
325.0,FIRST NATIONAL BANK OF ABSECON,FIRST NATIONAL BANK OF ABSECON,10000-0000010823,1st National Bank Of Arizona,1st National Bank Of AZ,17262.0,86.3225544254698
326.0,FIRST NATIONAL TOM BEAN,FIRST NATIONAL TOM BEAN,10000-0000011019,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,84.34831095103118
327.0,COLUMBIA COUNTY FARMERS NAT'L,COLUMBIA COUNTY FARMERS NAT'L,10000-0000011058,,,,
328.0,M&I FIRST NATIONAL BANK,M&I FIRST NATIONAL BANK,10000-0000011060,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,88.64935990501863
329.0,"BANK ONE, OKLAHOMA, NA","BANK ONE, OKLAHOMA, NA",10000-0000011230,,,,
330.0,FIRST NATIONAL BANK/LONGMONT,FIRST NATIONAL BANK/LONGMONT,10000-0000011253,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,82.23089460710821
331.0,"HARRIS BANK BARRINGTON, N.A.","HARRIS BANK BARRINGTON, N.A.",10000-0000011283,,,,
333.0,"HARRIS BANK HINSDALE, N.A.","HARRIS BANK HINSDALE, N.A.",10000-0000011308,,,,
335.0,AMERICAN NATIONAL BANK OF CHEY,AMERICAN NATIONAL BANK OF CHEY,10000-0000011380,American National Bank,American National Bank,244.0,89.89228051616269
336.0,FIRST NATIONAL BANK OF OKLAHOM,FIRST NATIONAL BANK OF OKLAHOM,10000-0000011397,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,82.83690247222758
337.0,FIRST NATIONAL BANK OF WACONIA,FIRST NATIONAL BANK OF WACONIA,10000-0000011410,First National Bank Of WY,First National Bank Of WY,113566.0,86.65975089953416
338.0,FIRST NATIONAL BANK OF NEW RIC,FIRST NATIONAL BANK OF NEW RIC,10000-0000011412,First National Bank Of Nevada,FIRST NATIONAL BANK OF NV,45868.0,86.01332488117743
339.0,ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK,10000-0000011443,,,,
340.0,WILLIAMSTOWN NATIONAL BANK,WILLIAMSTOWN NATIONAL BANK,10000-0000011483,,,,
341.0,VARTAN NATIONAL BANK,VARTAN NATIONAL BANK,10000-0000011512,,,,
342.0,"EAGLE VALLEY BANK, N.A.","EAGLE VALLEY BANK, N.A.",10000-0000011526,,,,
344.0,EVANS NATIONAL BANK,EVANS NATIONAL BANK,10000-0000011583,Mars National Bank,Mars National Bank,2504.0,82.54496165643698
345.0,FIRST NAT'L BANK OF STRASBURG,FIRST NAT'L BANK OF STRASBURG,10000-0000011640,,,,
346.0,ANCHOR BANK FARMINGTON,ANCHOR BANK FARMINGTON,10000-0000011687,,,,
348.0,THE LEMONT NATIONAL BANK,THE LEMONT NATIONAL BANK,10000-0000011715,Belmont National Bank,Belmont National Bank,567.0,91.56351603532865
349.0,WOODSTOWN NAT'L BANK & TRUST,WOODSTOWN NAT'L BANK & TRUST,10000-0000011734,,,,
351.0,"BREMER BANK, N.A. (ST CLOUD)","BREMER BANK, N.A. (ST CLOUD)",10000-0000011818,,,,
352.0,FIRST NATIONAL BANK OF FLAGLER,FIRST NATIONAL BANK OF FLAGLER,10000-0000011872,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,82.40687765232234
354.0,MERCEDES NATIONAL BANK,MERCEDES NATIONAL BANK,10000-0000011879,Merchants National Bank,Merchants National Bank,66264.0,81.2823577991768
355.0,FNB OF GRANT PARK,FNB OF GRANT PARK,10000-0000011952,,,,
356.0,CENTRAL NATIONAL BANK OF ENID,CENTRAL NATIONAL BANK OF ENID,10000-0000012044,Central National Bank,Central National Bank,871.0,89.78000353636692
357.0,1ST NATIONAL BANK OF ANCHORAGE,1ST NATIONAL BANK OF ANCHORAGE,10000-0000012072,1st National Bank Of Arizona,1st National Bank Of AZ,17262.0,83.49609312454528
358.0,INTEGRA BANK,INTEGRA BANK,10000-0000012132,Integrity Bank,Integrity Bank,2044.0,80.02651942028898
359.0,MCCLAIN COUNTY NATIONAL BANK,MCCLAIN COUNTY NATIONAL BANK,10000-0000012134,,,,
360.0,"FIRST BETHANY BANK & TRUST, NA","FIRST BETHANY BANK & TRUST, NA",10000-0000012169,,,,
361.0,THE OLD POINT NATIONAL BANK OF,THE OLD POINT NATIONAL BANK OF,10000-0000012267,,,,
362.0,1ST NATIONAL BANK OF ST. LOUIS,1ST NATIONAL BANK OF ST. LOUIS,10000-0000012333,First Convenience Bank,First National Bank TX,27555.0,84.19656828743636
363.0,SOUTHWEST NATIONAL BANK,SOUTHWEST NATIONAL BANK,10000-0000012346,,,,
364.0,U.S. BANK NATL ASSOC MONTANA,U.S. BANK NATL ASSOC MONTANA,10000-0000012407,,,,
365.0,UNION CENTER NATIONAL BANK,UNION CENTER NATIONAL BANK,10000-0000012425,Union Center National Bank,Union Center National Bank,8733.0,100.0
366.0,THE NATIONAL BANK OF GENEVA,THE NATIONAL BANK OF GENEVA,10000-0000012450,National Bank Of Geneva,National Bank Of Geneva,47428.0,100.0
368.0,THE NEFFS NATIONAL BANK,THE NEFFS NATIONAL BANK,10000-0000012471,,,,
369.0,FIRST NATIONAL BANK-GARRETSON,FIRST NATIONAL BANK-GARRETSON,10000-0000012488,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,81.242958398698
370.0,SLEEPY HOLLOW NATIONAL BANK,SLEEPY HOLLOW NATIONAL BANK,10000-0000012515,,,,
371.0,"FIRST BANK, NATIONAL ASSOC.","FIRST BANK, NATIONAL ASSOC.",10000-0000012523,,,,
373.0,YARDVILLE NATIONAL BANK,YARDVILLE NATIONAL BANK,10000-0000012606,,,,
374.0,EQUITY BANK NA,EQUITY BANK NA,10000-0000012617,Equity Bank,Equity Bank,1327.0,100.0
376.0,FIRST NAT'L BK OF BLUE IS,FIRST NAT'L BK OF BLUE IS,10000-0000012779,,,,
377.0,"SAVANNAH BANK, N.A.","SAVANNAH BANK, N.A.",10000-0000012810,,,,
378.0,FIRST LIBERTY NATIONAL BANK,FIRST LIBERTY NATIONAL BANK,10000-0000012850,First Liberty National,First Liberty National Bank,46070.0,100.0
379.0,FIRST NAT'L BANK EMPLOYEE OWNE,FIRST NAT'L BANK EMPLOYEE OWNE,10000-0000012870,,,,
380.0,STATE NATIONAL BANK,STATE NATIONAL BANK,10000-0000012936,,,,
381.0,CITIZEN NATIONAL BANK,CITIZEN NATIONAL BANK,10000-0000012955,Citizens National Bank,Citizens National Bank,947.0,96.69985383190016
382.0,BUFFALO NATIONAL BANK,BUFFALO NATIONAL BANK,10000-0000012959,,,,
383.0,"AMERIFIRST BANK, N.A.","AMERIFIRST BANK, N.A.",10000-0000012962,Amerifirst Bank,Amerifirst Bank,181041.0,100.0
384.0,FIRST NATIONAL BANK OF GRAYSON,FIRST NATIONAL BANK OF GRAYSON,10000-0000012982,First National Bank & Trust Co Of Newtown,First National Bank,1573.0,83.81464325626273
385.0,THE STATE NATIONAL BANK WEST,THE STATE NATIONAL BANK WEST,10000-0000013022,,,,
386.0,"BANK OF AMERICA, N.A.","BANK OF AMERICA, N.A.",10000-0000013044,,,,
387.0,PIONEER NATIONAL BANK,PIONEER NATIONAL BANK,10000-0000013078,,,,
388.0,THE FNB OF MOUNT DORA,THE FNB OF MOUNT DORA,10000-0000013102,,,,
389.0,FIRST FINANCIAL BANK OF CLEBUR,FIRST FINANCIAL BANK OF CLEBUR,10000-0000013107,First Financial Bank,First Financial Bank,1548.0,85.54761535455032
390.0,WESTERN NATIONAL BANK,WESTERN NATIONAL BANK,10000-0000013116,Western National Bank,Western National Bank,17172.0,100.0
391.0,THE MAHOPAC NATIONAL BANK,THE MAHOPAC NATIONAL BANK,10000-0000013121,,,,
392.0,THE FIRST OF LONG ISLAND,THE FIRST OF LONG ISLAND,10000-0000013126,,,,
393.0,MIDWAY NATIONAL BANK,MIDWAY NATIONAL BANK,10000-0000013131,Broadway National Bank,Broadway National Bank,63776.0,81.73926508903396
394.0,FIRST NATIONAL BANK OF BANGOR,FIRST NATIONAL BANK OF BANGOR,10000-0000013202,First National Bank Of AK,First National Bank Of AK,46088.0,87.80563205596039
395.0,AMERICAN NAT'L BANK & TR,AMERICAN NAT'L BANK & TR,10000-0000013216,American National Bank Of TX,American National Bank Of TX,35234.0,87.18394304265934
396.0,STERLING NATIONAL BANK,STERLING NATIONAL BANK,10000-0000013295,Western National Bank,Western National Bank,17172.0,81.62797581609178
397.0,"UNION PLANTERS BANK, N.A.","UNION PLANTERS BANK, N.A.",10000-0000013349,,,,
400.0,U.S. BANK NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATION,10000-0000013405,,,,
403.0,FIRST NATIONAL BANK IN TREMONT,FIRST NATIONAL BANK IN TREMONT,10000-0000013579,First Convenience Bank,First National Bank TX,27555.0,82.7016121172976
404.0,STATE NATIONAL BANK OF TEXAS,STATE NATIONAL BANK OF TEXAS,10000-0000013614,,,,
405.0,FIRST NATIONAL BANK OF TEXAS,FIRST NATIONAL BANK OF TEXAS,10000-0000013623,,,,
406.0,FIRST NATIONAL BANK OF HOMESTE,FIRST NATIONAL BANK OF HOMESTE,10000-0000013641,First National Bank Of MI,First National Bank Of MI,171409.0,85.17953512440015
407.0,AMCORE BANK N.A.,AMCORE BANK N.A.,10000-0000013652,,,,
408.0,"BANK ONE, LOUISIANA, NA","BANK ONE, LOUISIANA, NA",10000-0000013655,,,,
409.0,"FIRST MIDWEST BANK, N.A.","FIRST MIDWEST BANK, N.A.",10000-0000013660,First Midwest Bank,First Midwest Bank,1566.0,100.0
411.0,"BANK OF OKLAHOMA, N.A.","BANK OF OKLAHOMA, N.A.",10000-0000013679,,,,
413.0,MIDCITY NATIONAL BANK,MIDCITY NATIONAL BANK,10000-0000013684,City National Bank,City National Bank,951.0,87.98130735037394
414.0,HIBERNIA NATIONAL BANK,HIBERNIA NATIONAL BANK,10000-0000013688,Liberty National Bank,Liberty National Bank,2335.0,81.78095615645216
415.0,GUARANTY NATIONAL BANK,GUARANTY NATIONAL BANK,10000-0000013698,Guaranty National Bank/Tlhs,Guaranty National Bank,1810.0,100.0
416.0,FIRST NATIONAL BANK OF JOLIET,FIRST NATIONAL BANK OF JOLIET,10000-0000013705,First National Bank Of MI,First National Bank Of MI,171409.0,87.5653499649113
419.0,"BANK ONE, INDIANA, NA","BANK ONE, INDIANA, NA",10000-0000013759,,,,
420.0,"BANK OF NEW HAMPSHIRE, N.A.","BANK OF NEW HAMPSHIRE, N.A.",10000-0000013764,,,,
421.0,THE BANK N.A.,THE BANK N.A.,10000-0000013770,Bancorp Bank,Bancorp Bank,26351.0,100.0
422.0,EXTRACO BANKS,EXTRACO BANKS,10000-0000013778,Extraco Bank,Extraco Bank,55327.0,94.88947090466381
423.0,ALERUS FINANCIAL N.A.,ALERUS FINANCIAL N.A.,10000-0000013790,,,,
424.0,"FIRST SECURITY BANK OF NM,NA","FIRST SECURITY BANK OF NM,NA",10000-0000013814,1st Security Bank,1st Security Bank Of WA,44219.0,86.97454701294292
425.0,THE NATIONAL BANK OF FLORIDA,THE NATIONAL BANK OF FLORIDA,10000-0000013825,,,,
427.0,MILLBURY NATIONAL BANK,MILLBURY NATIONAL BANK,10000-0000013835,,,,
428.0,MID AMERICA NATIONAL BANK,MID AMERICA NATIONAL BANK,10000-0000013838,Mid-America National Bank,Midamerica National Bank,37973.0,87.3169640334821
429.0,NATIONAL BANK OF SUSSEX COUNTY,NATIONAL BANK OF SUSSEX COUNTY,10000-0000013855,National Bank Of DE County,National Bank Of DE County,126409.0,80.08057201310464
430.0,COMMUNITY NATIONAL BK OF NW PA,COMMUNITY NATIONAL BK OF NW PA,10000-0000013871,Community National Bank,Community National Bank,1012.0,88.57421524130692
432.0,NATIONAL EXCHANGE BANK & TRUST,NATIONAL EXCHANGE BANK & TRUST,10000-0000013879,National Exchange Bank,National Exchange Bank,185197.0,87.0437511215741
433.0,"BANK ONE, WHEELING-STEUBENVILL","BANK ONE, WHEELING-STEUBENVILL",10000-0000013914,,,,
435.0,FNB IN FLEETWOOD,FNB IN FLEETWOOD,10000-0000013927,,,,
436.0,FIRST LOCKHART NATIONAL BANK,FIRST LOCKHART NATIONAL BANK,10000-0000013934,First-Lockhart National Bank,First-Lockhart National Bank,65063.0,97.38553249598047
437.0,FIRST NATIONAL BANK OF LAGRANG,FIRST NATIONAL BANK OF LAGRANG,10000-0000013941,First National Bank Of AK,First National Bank Of AK,46088.0,82.98697612828389
438.0,HERITAGE NATIONAL BANK,HERITAGE NATIONAL BANK,10000-0000013973,,,,
439.0,BRIGHT NATIONAL BANK,BRIGHT NATIONAL BANK,10000-0000013977,,,,
440.0,OHIO VALLEY NATIONAL BANK,OHIO VALLEY NATIONAL BANK,10000-0000013983,,,,
441.0,"WELLS FARGO BANK INDIANA, NA","WELLS FARGO BANK INDIANA, NA",10000-0000013987,,,,
442.0,COUNTY NATIONAL BANK,COUNTY NATIONAL BANK,10000-0000013998,County National Bank,County National Bank,18332.0,100.0
443.0,CASTLE BANK N.A.,CASTLE BANK N.A.,10000-0000014008,,,,
444.0,"STEEL VALLEY BANK, N.A.","STEEL VALLEY BANK, N.A.",10000-0000014011,,,,
446.0,THE NATIONAL BK OF WALTON CTY,THE NATIONAL BK OF WALTON CTY,10000-0000014046,First Peoples Bank Of Tennessee,NATIONAL BANK OF TN,75605.0,81.32070630719267
447.0,BELMONT NATIONAL BANK,BELMONT NATIONAL BANK,10000-0000014050,Belmont National Bank,Belmont National Bank,567.0,100.0
448.0,HILLSDALE COUNTY NATIONAL BANK,HILLSDALE COUNTY NATIONAL BANK,10000-0000014062,,,,
450.0,SOUTH SIDE NATIONAL BANK,SOUTH SIDE NATIONAL BANK,10000-0000014128,,,,
451.0,COMMERCIAL NATIONAL BANK OF PA,COMMERCIAL NATIONAL BANK OF PA,10000-0000014133,Commercial Intl Bank,Commercial Intl Bank,989.0,84.09384149099685
452.0,BROOKVILLE NATIONAL BANK,BROOKVILLE NATIONAL BANK,10000-0000014141,,,,
453.0,FIRST NATIONAL BANK IN HOWELL,FIRST NATIONAL BANK IN HOWELL,10000-0000014144,First National Bank Of MI,First National Bank Of MI,171409.0,82.194063541437
455.0,IONIA COUNTY NATIONAL BANK,IONIA COUNTY NATIONAL BANK,10000-0000014187,County National Bank,County National Bank,18332.0,82.43971462469707
457.0,AMARILLO NATIONAL BANK,AMARILLO NATIONAL BANK,10000-0000014206,Amarillo National Bank,Amarillo National Bank,81717.0,100.0
458.0,"WELLS FARGO BANK TEXAS, NA","WELLS FARGO BANK TEXAS, NA",10000-0000014208,,,,
459.0,FIRST NATIONAL BANK ROCHELLE,FIRST NATIONAL BANK ROCHELLE,10000-0000014221,First National Bank Of The Rockies,First National Bank Of The Rockies,93211.0,86.12487501629789
